Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
445500	0.6311	0.342857	0.645952	0.640434	0.0358019	0.053	0.4585	0.594891	0.407025	0.38698	0.475225	0.25	0.4822	0.48134	0.482427	0.509314	0.490198	0.212	0.5075	0.480603	0.515625	0.492464	0.493034	0.228	0.4717	0.51886	0.457772	0.472887	0.48882	0.211	0.481	0.526766	0.464159	0.450381	0.493108	0.261	0.5875	0.390196	0.598103	0.602771	0.0519334	0.061	0.5365	0.462051	0.554534	0.569419	0.480907	0.203	0.4692	0.571121	0.438411	0.440822	0.49089	0.226	0.4541	0.59	0.417975	0.434987	0.488488	0.234
446000	0.6533	0.278261	0.662129	0.654494	0.0526914	0.028	0.463	0.56	0.427123	0.428217	0.474899	0.28	0.4866	0.522222	0.475718	0.473864	0.485409	0.24	0.4925	0.509412	0.486711	0.47314	0.494163	0.248	0.4536	0.560086	0.421252	0.445318	0.486764	0.222	0.4787	0.517677	0.469077	0.48256	0.494336	0.204	0.6348	0.355738	0.652929	0.650541	0.0836886	0.06	0.4796	0.561154	0.450946	0.451986	0.489579	0.241	0.4841	0.522932	0.470027	0.489501	0.493795	0.277	0.4783	0.532	0.464875	0.491243	0.492683	0.202
446500	0.6426	0.343284	0.664094	0.662279	0.0155504	0.076	0.4745	0.551899	0.450459	0.422293	0.476088	0.266	0.4655	0.559136	0.425179	0.40696	0.482739	0.299	0.4616	0.55022	0.435576	0.444206	0.490978	0.252	0.4708	0.578448	0.438281	0.425369	0.487033	0.22	0.4974	0.51039	0.493498	0.48619	0.493401	0.232	0.6495	0.325581	0.664054	0.65507	0.0765416	0.049	0.4782	0.52582	0.462831	0.486308	0.49045	0.22	0.4643	0.557795	0.430936	0.449791	0.492702	0.257	0.4483	0.569549	0.40436	0.389607	0.479803	0.235
447000	0.6529	0.301613	0.676119	0.679207	0.0267353	0.056	0.4678	0.564151	0.433061	0.422371	0.489695	0.273	0.4765	0.52973	0.464417	0.474346	0.489027	0.192	0.4698	0.546032	0.444118	0.421063	0.485593	0.233	0.4859	0.518905	0.477597	0.481046	0.491865	0.18	0.4375	0.599042	0.363901	0.352037	0.465461	0.284	0.6322	0.37551	0.645426	0.635614	0.0737712	0.051	0.5191	0.456442	0.531302	0.520922	0.491263	0.188	0.4689	0.532967	0.444842	0.43023	0.491449	0.25	0.5081	0.505042	0.509055	0.523584	0.493607	0.242
447500	0.6431	0.328814	0.662806	0.662308	0.0169144	0.045	0.4566	0.559286	0.416667	0.390355	0.478161	0.276	0.435	0.614187	0.362166	0.370611	0.472776	0.3	0.4649	0.557741	0.435742	0.449012	0.488674	0.229	0.4996	0.502473	0.498466	0.4536	0.493001	0.275	0.4582	0.554618	0.426232	0.404617	0.484282	0.23	0.6128	0.359091	0.630728	0.626277	0.0412089	0.055	0.4238	0.606333	0.345571	0.353824	0.471754	0.302	0.4542	0.548085	0.425359	0.452033	0.487279	0.245	0.4926	0.517766	0.486426	0.491963	0.494207	0.214
448000	0.6622	0.290476	0.687193	0.68777	0.0308696	0.065	0.5059	0.493434	0.508978	0.51031	0.48652	0.194	0.4416	0.584545	0.401282	0.414587	0.485005	0.189	0.4751	0.556225	0.448202	0.437212	0.483447	0.225	0.4461	0.580936	0.388588	0.389444	0.481228	0.283	0.4736	0.548207	0.448598	0.441333	0.487805	0.258	0.6029	0.380328	0.617359	0.614589	0.013946	0.061	0.4845	0.533333	0.471519	0.458141	0.489632	0.22	0.4939	0.508051	0.489529	0.470679	0.494873	0.247	0.435	0.611297	0.379632	0.350295	0.469902	0.232
448500	0.6659	0.314103	0.695662	0.692045	0.024172	0.062	0.5237	0.468205	0.537143	0.517131	0.478465	0.18	0.5555	0.408917	0.5828	0.614357	0.476204	0.163	0.4787	0.524254	0.462022	0.50684	0.493418	0.286	0.4493	0.584133	0.399177	0.399452	0.477459	0.254	0.4507	0.58	0.408742	0.416081	0.47752	0.231	0.5976	0.390741	0.609408	0.609682	0.0201529	0.043	0.451	0.569955	0.41686	0.451483	0.481601	0.215	0.5145	0.449123	0.527986	0.5383	0.493449	0.176	0.4555	0.595572	0.403429	0.403987	0.479125	0.297
449000	0.6298	0.355556	0.653972	0.654756	0.0346885	0.078	0.4279	0.619767	0.361186	0.382832	0.476445	0.252	0.474	0.529258	0.457588	0.460192	0.491581	0.23	0.4921	0.541949	0.476702	0.4641	0.488848	0.227	0.4807	0.55	0.459293	0.431361	0.485287	0.204	0.4927	0.507798	0.488491	0.475157	0.487575	0.208	0.6231	0.369492	0.639001	0.639202	0.0218487	0.068	0.4914	0.4825	0.494211	0.494417	0.494332	0.24	0.4947	0.496296	0.49426	0.507676	0.491152	0.247	0.4848	0.543945	0.460759	0.451487	0.483433	0.301
449500	0.602	0.406061	0.608687	0.611018	0.0212004	0.035	0.5412	0.430698	0.571465	0.557451	0.486679	0.254	0.462	0.56	0.431053	0.448365	0.491033	0.231	0.4704	0.534836	0.449603	0.43884	0.481536	0.257	0.4446	0.57541	0.402381	0.406668	0.485859	0.252	0.5235	0.461326	0.537241	0.550649	0.493298	0.184	0.6248	0.34359	0.64859	0.65105	0.0145534	0.082	0.5198	0.454222	0.538839	0.543366	0.485626	0.213	0.4777	0.553785	0.452203	0.444379	0.490956	0.259	0.487	0.515769	0.476892	0.475364	0.491401	0.259
450000	0.6141	0.341791	0.633655	0.63951	0.0394565	0.062	0.4447	0.600353	0.383264	0.371736	0.474817	0.25	0.4734	0.532394	0.457433	0.456904	0.486503	0.208	0.4901	0.502479	0.486148	0.498251	0.486262	0.22	0.4433	0.60471	0.381768	0.386474	0.473855	0.283	0.4791	0.529098	0.462963	0.458299	0.486112	0.263	0.614	0.331707	0.639216	0.639074	0.0118526	0.087	0.4773	0.533955	0.456557	0.465208	0.491912	0.277	0.4653	0.557895	0.437953	0.407169	0.479508	0.223	0.462	0.572611	0.41137	0.408799	0.483779	0.301
450500	0.6231	0.32449	0.638486	0.642173	0.0444273	0.045	0.5183	0.471171	0.531748	0.549569	0.475927	0.202	0.4928	0.526978	0.47964	0.469472	0.486736	0.29	0.5104	0.482759	0.51875	0.507657	0.485316	0.226	0.4772	0.545683	0.450831	0.474249	0.493516	0.286	0.4915	0.495312	0.490594	0.474929	0.491308	0.196	0.6146	0.390909	0.624895	0.62414	0.0220189	0.04	0.513	0.517582	0.51198	0.511328	0.487256	0.185	0.4505	0.558049	0.422767	0.433168	0.490915	0.211	0.4474	0.575424	0.407853	0.412833	0.483816	0.242
451000	0.6255	0.37971	0.643716	0.641278	0.0658028	0.063	0.4431	0.5885	0.40675	0.39847	0.472857	0.186	0.4983	0.514	0.494375	0.498966	0.493064	0.193	0.5018	0.501205	0.501918	0.540067	0.482946	0.165	0.4918	0.552941	0.472703	0.474455	0.485313	0.241	0.4398	0.600412	0.388243	0.377576	0.477584	0.234	0.5969	0.389286	0.609216	0.601847	0.0246273	0.055	0.4684	0.537603	0.446306	0.465222	0.483045	0.234	0.4697	0.544056	0.439916	0.420132	0.48035	0.274	0.4958	0.488627	0.498255	0.507267	0.487642	0.252
451500	0.622	0.355769	0.636603	0.642938	0.0639475	0.047	0.4546	0.580851	0.415817	0.470454	0.489414	0.211	0.4612	0.54125	0.435921	0.47505	0.49549	0.243	0.5226	0.461111	0.539541	0.547515	0.482657	0.231	0.4818	0.524457	0.472181	0.469109	0.492246	0.177	0.4795	0.516601	0.466934	0.486038	0.49527	0.249	0.609	0.398113	0.620803	0.623088	0.0167736	0.058	0.4822	0.517442	0.469946	0.463593	0.49207	0.241	0.468	0.576151	0.434034	0.443137	0.473926	0.254	0.4612	0.552016	0.43125	0.39584	0.481047	0.22
452000	0.6216	0.38125	0.633718	0.628585	0.0776543	0.048	0.4558	0.59863	0.396893	0.415855	0.484381	0.285	0.5125	0.483636	0.518204	0.5241	0.492719	0.157	0.4903	0.50687	0.484417	0.475714	0.491723	0.256	0.4539	0.560905	0.419551	0.424244	0.485361	0.22	0.5257	0.455	0.539167	0.50285	0.490945	0.163	0.629	0.336364	0.642469	0.641145	0.0279952	0.056	0.5054	0.502326	0.506469	0.482089	0.491686	0.25	0.457	0.565737	0.420561	0.424928	0.476284	0.25	0.4921	0.49	0.492727	0.488405	0.486978	0.21
452500	0.6154	0.376471	0.62824	0.627907	0.0644045	0.049	0.4642	0.548069	0.438722	0.434356	0.488078	0.212	0.4656	0.536759	0.441499	0.460733	0.492193	0.234	0.5158	0.499537	0.520281	0.529734	0.490168	0.212	0.509	0.479661	0.51531	0.53363	0.491942	0.145	0.493	0.494675	0.492659	0.491426	0.486947	0.199	0.6351	0.365455	0.650794	0.646879	0.0155978	0.051	0.438	0.613269	0.359624	0.36779	0.477077	0.309	0.4525	0.597595	0.392948	0.382633	0.463524	0.29	0.4657	0.568592	0.426279	0.443126	0.490124	0.294
453000	0.6527	0.297531	0.684004	0.690235	0.0140294	0.078	0.454	0.572174	0.418701	0.435242	0.486659	0.219	0.4547	0.568914	0.413097	0.421546	0.486532	0.25	0.4849	0.523529	0.470467	0.44299	0.487154	0.256	0.4976	0.489167	0.500263	0.476527	0.494062	0.242	0.5301	0.456107	0.556369	0.483813	0.490046	0.262	0.6019	0.43125	0.610504	0.619237	0.0200654	0.045	0.4944	0.494231	0.494444	0.489912	0.481788	0.218	0.4687	0.561345	0.439764	0.448772	0.487515	0.257	0.4796	0.53913	0.466176	0.466448	0.495847	0.186
453500	0.6854	0.306522	0.703669	0.705358	0.0228435	0.046	0.4677	0.565823	0.437221	0.444117	0.485197	0.23	0.502	0.49638	0.503594	0.515187	0.486393	0.201	0.4951	0.51039	0.490507	0.486769	0.48475	0.23	0.4694	0.552459	0.442593	0.414692	0.481537	0.226	0.4649	0.534959	0.442042	0.429769	0.489833	0.256	0.6122	0.372881	0.627205	0.628742	0.0255988	0.054	0.487	0.525862	0.47526	0.487391	0.492585	0.231	0.5055	0.493981	0.508673	0.495135	0.495102	0.218	0.4835	0.522689	0.47126	0.440013	0.486719	0.22
454000	0.6588	0.343478	0.68217	0.687916	0.0173993	0.071	0.5117	0.493158	0.516049	0.491879	0.486149	0.181	0.4633	0.561694	0.430851	0.423022	0.487299	0.244	0.4611	0.563675	0.429765	0.433951	0.481151	0.21	0.4855	0.525869	0.47139	0.483001	0.493382	0.268	0.4776	0.535986	0.453868	0.428126	0.487983	0.268	0.6134	0.347727	0.625628	0.634696	0.0223578	0.056	0.4566	0.563821	0.421618	0.407161	0.481093	0.244	0.5516	0.44898	0.569285	0.549262	0.484557	0.165	0.46	0.602357	0.399858	0.41142	0.483487	0.309
454500	0.6549	0.364865	0.666044	0.664843	0.0147524	0.036	0.4982	0.50297	0.496992	0.519425	0.488109	0.245	0.4612	0.571179	0.428534	0.408315	0.48516	0.237	0.4386	0.611321	0.358065	0.341613	0.471101	0.307	0.4796	0.541026	0.456534	0.457349	0.492646	0.264	0.4947	0.50237	0.492649	0.499654	0.494442	0.206	0.6217	0.374419	0.632811	0.630767	0.0183681	0.038	0.461	0.565455	0.431538	0.446774	0.489814	0.215	0.5059	0.496104	0.508843	0.525973	0.476952	0.206	0.4718	0.54058	0.453846	0.454685	0.484943	0.205
455000	0.6303	0.37551	0.643428	0.650122	0.0287291	0.042	0.4844	0.511064	0.476209	0.455002	0.480298	0.223	0.4765	0.547287	0.451887	0.450528	0.491245	0.271	0.4502	0.577236	0.408753	0.43015	0.483768	0.229	0.5413	0.420455	0.567112	0.555053	0.48923	0.191	0.5025	0.483065	0.50891	0.512168	0.494687	0.273	0.6196	0.351562	0.637927	0.63774	0.0157242	0.058	0.5226	0.467273	0.538205	0.509373	0.495326	0.222	0.497	0.511163	0.493121	0.483326	0.496098	0.2	0.4499	0.595038	0.398374	0.384815	0.474039	0.245
455500	0.6409	0.330159	0.661793	0.662867	0.0205487	0.055	0.449	0.598901	0.39271	0.370606	0.464803	0.264	0.478	0.559298	0.445594	0.473362	0.494605	0.253	0.5044	0.484783	0.508824	0.514684	0.478627	0.202	0.4976	0.522222	0.490816	0.501013	0.494308	0.222	0.4271	0.606271	0.349211	0.375036	0.478337	0.318	0.6195	0.354098	0.636741	0.630236	0.0378412	0.058	0.4992	0.500474	0.498859	0.497701	0.4875	0.203	0.4665	0.551709	0.44047	0.46773	0.490627	0.231	0.4632	0.566058	0.42438	0.416431	0.486257	0.272
456000	0.6423	0.312	0.659684	0.6615	0.0378066	0.041	0.4954	0.496538	0.495	0.483974	0.492425	0.255	0.4671	0.558039	0.435973	0.442279	0.492179	0.239	0.489	0.498298	0.486144	0.47037	0.486726	0.237	0.4592	0.567886	0.42374	0.399269	0.483679	0.27	0.4985	0.5132	0.4936	0.475885	0.496479	0.276	0.607	0.391892	0.615265	0.609689	0.0143919	0.038	0.4704	0.553992	0.44057	0.466427	0.489347	0.252	0.4297	0.64085	0.336599	0.363615	0.471137	0.287	0.5009	0.499029	0.501385	0.497344	0.484492	0.236
456500	0.6641	0.318519	0.683827	0.682596	0.0301531	0.06	0.4913	0.522995	0.48401	0.487379	0.476291	0.189	0.4816	0.526126	0.468895	0.49184	0.497024	0.212	0.4614	0.570492	0.436965	0.459958	0.491662	0.198	0.4642	0.548472	0.43917	0.427162	0.480245	0.241	0.5268	0.464641	0.540537	0.53909	0.488283	0.215	0.6017	0.394595	0.609657	0.609819	0.013764	0.037	0.4855	0.535039	0.468633	0.501546	0.49212	0.257	0.4931	0.492766	0.493203	0.480065	0.486885	0.229	0.4821	0.54661	0.462173	0.482071	0.477787	0.269
457000	0.6552	0.307246	0.680988	0.685764	0.0203754	0.07	0.4841	0.546575	0.466581	0.475198	0.487764	0.234	0.4851	0.550173	0.45865	0.451852	0.491715	0.275	0.4698	0.558411	0.445674	0.479561	0.489075	0.24	0.4735	0.523767	0.459073	0.422907	0.489518	0.228	0.4924	0.545327	0.47799	0.484249	0.488853	0.203	0.5931	0.371429	0.60625	0.610942	0.0175363	0.052	0.4762	0.528155	0.46272	0.470052	0.489884	0.226	0.4749	0.537984	0.452965	0.445681	0.491804	0.25	0.4621	0.53066	0.443655	0.459954	0.470836	0.222
457500	0.6557	0.317647	0.680365	0.680844	0.0214427	0.063	0.46	0.593818	0.409241	0.413477	0.483861	0.279	0.5035	0.473973	0.51178	0.509294	0.493582	0.212	0.4246	0.596525	0.364507	0.412054	0.482573	0.246	0.4898	0.517225	0.482554	0.485712	0.491744	0.23	0.4789	0.527572	0.463276	0.468942	0.490093	0.235	0.6036	0.407843	0.61412	0.623819	0.0296566	0.051	0.512	0.476804	0.520471	0.548997	0.492089	0.199	0.4761	0.532937	0.456952	0.422174	0.486389	0.27	0.4338	0.5964	0.3796	0.393499	0.473944	0.265
458000	0.6823	0.310294	0.709442	0.698009	0.0443262	0.068	0.471	0.558621	0.444531	0.447182	0.483605	0.223	0.484	0.515544	0.476456	0.500097	0.485245	0.195	0.4328	0.612681	0.364227	0.363749	0.47413	0.276	0.4481	0.581111	0.398904	0.431013	0.485566	0.235	0.5063	0.505464	0.506487	0.481248	0.491921	0.176	0.6047	0.375	0.620406	0.616846	0.0276526	0.057	0.4746	0.535743	0.454328	0.463883	0.488657	0.242	0.4995	0.508929	0.497596	0.522095	0.494235	0.182	0.43	0.609398	0.364986	0.356432	0.475531	0.267
458500	0.6471	0.326415	0.665048	0.67311	0.0208838	0.047	0.4838	0.52521	0.470866	0.47429	0.486718	0.24	0.4747	0.538153	0.453662	0.448756	0.490461	0.249	0.4702	0.561567	0.436749	0.433699	0.491504	0.28	0.4342	0.621555	0.360251	0.365533	0.476243	0.271	0.4832	0.514859	0.472703	0.452109	0.491258	0.246	0.6134	0.371831	0.631862	0.627027	0.0192019	0.072	0.4853	0.552564	0.464752	0.446272	0.486504	0.224	0.4801	0.535023	0.464879	0.488115	0.477032	0.238	0.5094	0.510762	0.509009	0.494145	0.488654	0.238
459000	0.6355	0.317333	0.661297	0.660363	0.0261956	0.068	0.4855	0.512808	0.478545	0.479104	0.49246	0.22	0.4658	0.577372	0.423691	0.436885	0.487922	0.266	0.5383	0.464091	0.559231	0.516989	0.488931	0.222	0.4771	0.51713	0.466071	0.475895	0.492096	0.203	0.459	0.564808	0.41641	0.426033	0.485864	0.254	0.6213	0.361765	0.630435	0.630029	0.0235218	0.038	0.4982	0.511934	0.493791	0.508895	0.495115	0.233	0.4885	0.498515	0.485965	0.478641	0.478769	0.188	0.5533	0.418621	0.57614	0.57391	0.47508	0.137
459500	0.6354	0.316667	0.649374	0.648703	0.0286472	0.043	0.5649	0.396491	0.599638	0.605719	0.472581	0.169	0.4619	0.549145	0.435248	0.43356	0.481739	0.245	0.4903	0.547549	0.475628	0.486055	0.490575	0.229	0.4767	0.539623	0.459772	0.476415	0.493175	0.215	0.465	0.533624	0.444617	0.439736	0.487895	0.25	0.6153	0.385714	0.627129	0.627296	0.0226943	0.04	0.4883	0.548756	0.473091	0.476045	0.493589	0.207	0.459	0.571489	0.424444	0.452986	0.481143	0.24	0.4789	0.562121	0.449049	0.463942	0.489878	0.26
460000	0.6735	0.325581	0.689133	0.687006	0.0181178	0.047	0.4699	0.542803	0.44375	0.456167	0.48688	0.275	0.4624	0.570183	0.432353	0.460377	0.493319	0.2	0.4596	0.596377	0.407459	0.447132	0.488735	0.27	0.514	0.482126	0.52232	0.502277	0.493915	0.203	0.4908	0.491549	0.490597	0.49779	0.494225	0.195	0.6186	0.401818	0.631217	0.627737	0.016177	0.058	0.4732	0.534008	0.453254	0.447121	0.485546	0.26	0.4458	0.589804	0.39651	0.380735	0.474076	0.243	0.4739	0.577165	0.43874	0.424217	0.478402	0.262
460500	0.6532	0.317544	0.673489	0.68174	0.0198493	0.047	0.4689	0.537975	0.447444	0.433615	0.486876	0.26	0.4828	0.529915	0.468407	0.474358	0.490476	0.231	0.4934	0.530374	0.483333	0.484766	0.485895	0.206	0.4585	0.565432	0.424174	0.401248	0.479606	0.263	0.4653	0.55614	0.429091	0.410673	0.475758	0.272	0.6334	0.365217	0.653276	0.651631	0.0252475	0.066	0.5125	0.489714	0.517333	0.501764	0.490638	0.177	0.4563	0.553175	0.423663	0.415754	0.471568	0.246	0.4808	0.495436	0.476153	0.453024	0.48982	0.247
461000	0.6327	0.347273	0.649312	0.651884	0.0349111	0.061	0.5111	0.487421	0.515577	0.536761	0.488875	0.179	0.4616	0.573577	0.425066	0.439292	0.486991	0.219	0.4526	0.598467	0.401083	0.384613	0.482619	0.271	0.4627	0.563889	0.42177	0.398793	0.486694	0.286	0.4739	0.543609	0.448638	0.440086	0.478267	0.261	0.6257	0.366	0.639368	0.641323	0.0186418	0.046	0.4319	0.606294	0.362045	0.360381	0.476575	0.284	0.4654	0.550655	0.440078	0.452904	0.485876	0.218	0.5249	0.474648	0.538501	0.506246	0.494583	0.201
461500	0.6191	0.406818	0.62887	0.636943	0.0317898	0.04	0.472	0.547328	0.445257	0.444148	0.489346	0.263	0.5024	0.5004	0.503067	0.491324	0.491137	0.251	0.5022	0.508571	0.500506	0.528391	0.490529	0.22	0.4596	0.58903	0.419397	0.431511	0.489308	0.238	0.5261	0.473232	0.539152	0.528586	0.489811	0.19	0.6347	0.322449	0.650789	0.648558	0.0227614	0.045	0.4955	0.50787	0.492092	0.512271	0.489549	0.219	0.4867	0.520648	0.475564	0.514092	0.4926	0.239	0.4739	0.566899	0.436466	0.427401	0.483803	0.291
462000	0.6189	0.345977	0.644907	0.647596	0.0403021	0.076	0.5447	0.451923	0.569066	0.56653	0.490613	0.218	0.4468	0.571218	0.400549	0.407162	0.486663	0.271	0.4643	0.576226	0.423946	0.447247	0.493214	0.276	0.5323	0.457558	0.547826	0.563491	0.486273	0.188	0.4919	0.511894	0.486028	0.514006	0.490433	0.239	0.6227	0.362069	0.638747	0.642573	0.0202488	0.043	0.4773	0.53139	0.461776	0.474411	0.491208	0.235	0.4815	0.520968	0.468484	0.440897	0.489441	0.238	0.5596	0.452486	0.583272	0.573159	0.48506	0.202
462500	0.622	0.357447	0.635047	0.635295	0.028199	0.053	0.444	0.608978	0.365288	0.36219	0.474494	0.325	0.4906	0.521659	0.481992	0.501601	0.490915	0.238	0.4672	0.560744	0.437335	0.454474	0.492455	0.246	0.5034	0.50892	0.501906	0.480961	0.493839	0.214	0.4769	0.55	0.453816	0.432083	0.48286	0.23	0.6346	0.371429	0.644145	0.646672	0.0361747	0.038	0.4886	0.501455	0.483724	0.468766	0.488677	0.25	0.4812	0.52479	0.467585	0.459168	0.493694	0.226	0.5133	0.453672	0.526124	0.555556	0.48568	0.179
463000	0.6117	0.384314	0.62392	0.629845	0.0336267	0.048	0.4923	0.507663	0.486874	0.53404	0.492598	0.257	0.4992	0.518062	0.493661	0.489121	0.490861	0.213	0.4608	0.556098	0.42244	0.40981	0.481953	0.283	0.4991	0.523932	0.491514	0.482294	0.489336	0.228	0.4664	0.526966	0.444338	0.433443	0.485097	0.259	0.6378	0.350877	0.655143	0.655614	0.0605896	0.063	0.5036	0.492032	0.507477	0.489385	0.482604	0.256	0.4427	0.609325	0.367489	0.373722	0.480049	0.317	0.4924	0.482723	0.494685	0.519383	0.490275	0.187
463500	0.6237	0.36	0.640532	0.643892	0.0309395	0.066	0.476	0.519111	0.463484	0.44556	0.491655	0.227	0.4609	0.579487	0.424674	0.475636	0.49491	0.235	0.4682	0.559072	0.439974	0.442026	0.483066	0.245	0.4993	0.479191	0.503507	0.478961	0.490438	0.183	0.4643	0.560884	0.424079	0.427607	0.489341	0.292	0.6193	0.36	0.630104	0.624216	0.062614	0.05	0.4643	0.570248	0.430475	0.439396	0.489068	0.232	0.4845	0.535268	0.469845	0.466884	0.492687	0.223	0.4727	0.55941	0.440466	0.437588	0.479248	0.266
464000	0.6249	0.357143	0.638696	0.644146	0.0175689	0.049	0.4557	0.575918	0.416689	0.416709	0.481569	0.226	0.4408	0.623026	0.361207	0.371112	0.476735	0.287	0.4669	0.541797	0.441129	0.451325	0.491341	0.298	0.4992	0.512174	0.495325	0.509296	0.488914	0.214	0.4935	0.499213	0.491555	0.471368	0.48669	0.273	0.627	0.377419	0.643497	0.636077	0.0868746	0.065	0.4424	0.568041	0.412159	0.432759	0.477223	0.204	0.4618	0.574699	0.424368	0.434957	0.490916	0.25	0.5303	0.474093	0.543742	0.535022	0.482285	0.197
464500	0.6285	0.396721	0.643557	0.641519	0.024328	0.052	0.4686	0.547059	0.444094	0.433246	0.478818	0.215	0.4734	0.565385	0.441081	0.456335	0.493213	0.265	0.4695	0.544783	0.447013	0.407822	0.482954	0.217	0.5436	0.44593	0.563889	0.523178	0.489409	0.158	0.4613	0.578409	0.419293	0.442915	0.488662	0.261	0.6378	0.354237	0.655579	0.656279	0.0774565	0.069	0.4767	0.542081	0.458151	0.468319	0.489332	0.224	0.4656	0.564591	0.431359	0.435188	0.485574	0.274	0.4838	0.507614	0.477958	0.501551	0.488012	0.199
465000	0.6074	0.378667	0.625946	0.626355	0.0250996	0.069	0.5217	0.452717	0.537255	0.530553	0.489098	0.19	0.4937	0.503265	0.490596	0.492378	0.492399	0.244	0.4546	0.5837	0.416688	0.446904	0.483553	0.243	0.4942	0.502881	0.491413	0.494865	0.491676	0.219	0.4631	0.575	0.429297	0.432485	0.486076	0.253	0.6735	0.2625	0.701603	0.707012	0.0317234	0.058	0.4819	0.510553	0.474782	0.465288	0.488737	0.217	0.4373	0.614717	0.373333	0.375556	0.479069	0.27	0.478	0.563813	0.448318	0.466685	0.493584	0.262
465500	0.6142	0.378947	0.623493	0.625738	0.0213956	0.038	0.4674	0.531217	0.452528	0.450161	0.485934	0.21	0.4665	0.532093	0.448535	0.472567	0.493119	0.214	0.4905	0.543478	0.474675	0.48266	0.493225	0.229	0.4387	0.603759	0.378883	0.416284	0.48371	0.249	0.4963	0.491739	0.497662	0.486646	0.487701	0.212	0.6852	0.276271	0.71084	0.701074	0.0329462	0.054	0.4769	0.531769	0.455878	0.414084	0.485059	0.266	0.4795	0.505172	0.471745	0.466201	0.48765	0.237	0.4965	0.488393	0.49884	0.513961	0.494337	0.223
466000	0.6275	0.37963	0.641649	0.641187	0.0121819	0.041	0.5	0.507252	0.497425	0.478379	0.491289	0.265	0.4773	0.529949	0.464384	0.477641	0.495583	0.196	0.4972	0.503243	0.495828	0.526432	0.492552	0.21	0.5007	0.498286	0.501212	0.485114	0.49056	0.203	0.4708	0.582014	0.427978	0.451583	0.490129	0.276	0.6713	0.301786	0.69322	0.698305	0.0284784	0.056	0.4805	0.537327	0.464751	0.468721	0.476142	0.226	0.5091	0.462069	0.519007	0.501997	0.485085	0.224	0.4907	0.519205	0.478367	0.464293	0.489033	0.279
466500	0.6042	0.396364	0.616296	0.631964	0.0177754	0.057	0.5122	0.490135	0.518533	0.506206	0.492059	0.21	0.4537	0.586469	0.395983	0.42272	0.489534	0.299	0.5124	0.481166	0.521364	0.485134	0.488932	0.204	0.4416	0.592593	0.385753	0.395153	0.48155	0.283	0.465	0.561811	0.432038	0.447964	0.483761	0.23	0.6278	0.329508	0.647178	0.652695	0.0239141	0.067	0.4761	0.536404	0.45829	0.436186	0.482564	0.265	0.5313	0.457143	0.551852	0.537982	0.475818	0.233	0.4552	0.59375	0.403434	0.438526	0.479758	0.277
467000	0.6212	0.357377	0.638339	0.630341	0.0258061	0.055	0.5097	0.500388	0.512938	0.473998	0.487525	0.263	0.4917	0.498492	0.490012	0.448624	0.493514	0.202	0.5393	0.442029	0.564691	0.543156	0.48401	0.213	0.4489	0.598299	0.386686	0.40002	0.479739	0.261	0.4883	0.496847	0.485861	0.483453	0.494167	0.244	0.6095	0.364151	0.623231	0.622344	0.0141319	0.047	0.4876	0.518142	0.478682	0.470882	0.495274	0.236	0.5009	0.516854	0.497445	0.528024	0.462616	0.186	0.5443	0.421739	0.571936	0.549042	0.487247	0.204
467500	0.6552	0.329268	0.669135	0.665045	0.0271654	0.04	0.5199	0.441667	0.53995	0.515963	0.489258	0.227	0.4549	0.589655	0.414193	0.437608	0.490299	0.224	0.4899	0.525941	0.478581	0.473565	0.486583	0.255	0.528	0.472611	0.538316	0.50854	0.482084	0.169	0.4844	0.514683	0.474198	0.44559	0.492825	0.233	0.6196	0.368182	0.631172	0.624147	0.0192742	0.043	0.465	0.575197	0.42748	0.438211	0.492441	0.25	0.4856	0.511765	0.477428	0.483428	0.478103	0.222	0.5217	0.483152	0.530392	0.514836	0.491055	0.203
468000	0.6344	0.364286	0.654731	0.649732	0.0409024	0.073	0.4759	0.533333	0.459795	0.482538	0.495217	0.213	0.4989	0.520642	0.492839	0.521065	0.491463	0.213	0.4995	0.484163	0.503851	0.488412	0.484657	0.212	0.4788	0.546078	0.461558	0.44081	0.482842	0.213	0.5142	0.476744	0.524459	0.481302	0.491519	0.23	0.6206	0.365574	0.637167	0.64758	0.0267571	0.056	0.4726	0.549153	0.456136	0.422863	0.488861	0.17	0.4929	0.506218	0.489715	0.498631	0.496493	0.204	0.4635	0.568981	0.434439	0.440079	0.487909	0.235
